  Rk, Player,Nation,Pos,Squad,Age,Born,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Matches
793,Andrew Porfitz,de GER,MF,Hertha BSC,16,2001,1,0,16,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
794,Gino Portella,it ITA,DF,Augsburg,16,2001,20,19,1484,16.5,1,,,1,0,0,5,0,0.06,,,0.06,,Matches
795,Marius PÃ¶sl,,MF,Unterhaching,,,1,1,40,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
796,Jeremy Postelt,de GER,"MF,FW",Energie Cottbus,14,2002,26,26,2016,22.4,4,,,4,0,0,4,0,0.18,,,0.18,,Matches
797,Louis Poznanski,de GER,"MF,DF",Werder Bremen,16,2001,10,9,770,8.6,1,,,1,0,0,1,0,0.12,,,0.12,,Matches
798,Louis Poznanski,de GER,DF,Bayern Munich,16,2001,9,8,689,7.7,0,,,0,0,0,2,0,0,,,0,,Matches
799,Leroy Prenz,de GER,"MF,FW",Energie Cottbus,16,2001,17,14,1116,12.4,2,,,2,0,0,4,1,0.16,,,0.16,,Matches
800,DÅ¾ejson ProdanoviÄ,rs SRB,"DF,FW",MSV Duisburg,16,2001,14,13,1134,12.6,0,,,0,0,0,0,0,0,,,0,,Matches
801,Benjamin Prozel,de GER,"FW,DF",Holstein Kiel,15,2002,18,10,951,10.6,2,,,2,0,0,1,0,0.19,,,0.19,,Matches
802,Bjarne Pudel,de GER,DF,Arminia,16,2001,22,16,1524,16.9,1,,,1,0,0,2,0,0.06,,,0.06,,Matches
803,Florian PÃ¼schel,de GER,"DF,MF",Bochum,15,2001,18,18,1505,16.7,1,,,1,0,0,1,0,0.06,,,0.06,,Matches
804,Ilir Qela,de GER,"MF,FW",Hannover 96,16,2001,19,6,868,9.6,4,,,4,0,0,1,0,0.41,,,0.41,,Matches
805,Ajani Quaas,de GER,DF,Magdeburg,15,2002,5,2,178,2,0,,,0,0,0,0,0,0,,,0,,Matches
806,Jannis Rabold,de GER,DF,Karlsruher,16,2001,20,20,1711,19,1,,,1,0,0,6,0,0.05,,,0.05,,Matches
807,Marlon Radel,de GER,DF,Stuttgarter Kickers,16,2001,20,19,1736,19.3,2,,,1,1,1,2,0,0.1,,,0.05,,Matches
808,Rigas Raftopoulos,de GER,GK,Union Berlin,14,2002,3,2,254,2.8,0,,,0,0,0,0,0,0,,,0,,Matches
809,Eryk Rajnisz,pl POL,MF,Magdeburg,14,2002,1,0,23,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
810,Diant Ramaj,de GER,GK,Stuttgarter Kickers,15,2001,20,20,1627,18.1,0,,,0,0,0,1,2,0,,,0,,Matches
811,Melvin RamusoviÄ,de GER,MF,Heidenheim,16,2001,24,23,1982,22,0,,,0,0,0,11,0,0,,,0,,Matches
812,Stefan RankiÄ,ba BIH,"MF,DF",Union Berlin,16,2001,3,3,258,2.9,0,,,0,0,0,3,0,0,,,0,,Matches
813,Marcelo Rebelo,de GER,MF,Bochum,15,2001,10,3,306,3.4,0,,,0,0,0,1,0,0,,,0,,Matches
814,Benito Rehling,de GER,GK,Arminia,16,2001,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
815,Filip Reimann,de GER,GK,Karlsruher,16,2001,6,6,540,6,0,,,0,0,0,0,0,0,,,0,,Matches
816,Justin Reinhardt,de GER,DF,Union Berlin,15,2002,2,0,64,0.7,0,,,0,0,0,0,0,0,,,0,,Matches
817,Fritz Reisinger,de GER,MF,Kaiserslautern,16,2001,19,14,1307,14.5,1,,,1,0,0,0,0,0.07,,,0.07,,Matches
818,David Reitarow,de GER,"MF,DF",Hoffenheim,16,2001,12,4,463,5.1,2,,,2,0,0,1,0,0.39,,,0.39,,Matches
819,Rocco Reitz,de GER,"MF,FW",Gladbach,15,2002,9,3,352,3.9,0,,,0,0,0,0,0,0,,,0,,Matches
820,Omar Rekik,tn TUN,DF,Hertha BSC,15,2001,6,6,540,6,0,,,0,0,0,1,0,0,,,0,,Matches
821,Luca Repple,de GER,MF,Freiburg,16,2001,4,0,116,1.3,1,,,1,0,0,0,0,0.78,,,0.78,,Matches
822,Maximilian Restle,de GER,MF,Unterrath U17,15,2001,12,2,366,4.1,0,,,0,0,0,0,0,0,,,0,,Matches
823,Manuel Reutter,de GER,DF,Stuttgart,16,2001,24,19,1732,19.2,1,,,1,0,0,2,0,0.05,,,0.05,,Matches
824,Leon Richter,de GER,DF,Augsburg,15,2001,11,5,523,5.8,0,,,0,0,0,1,0,0,,,0,,Matches
825,Paul Richter,de GER,MF,Bochum,15,2001,14,14,1130,12.6,1,,,1,0,0,3,0,0.08,,,0.08,,Matches
826,Thies Richter,de GER,FW,Holstein Kiel,13,2003,1,0,29,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
827,Melvin Ridder,de GER,FW,MSV Duisburg,15,2001,19,12,967,10.7,1,,,1,0,0,2,0,0.09,,,0.09,,Matches
828,Jan Riecke,de GER,MF,Union Berlin,14,2002,5,5,450,5,0,,,0,0,0,0,0,0,,,0,,Matches
829,Paolo Rieckmann,de GER,DF,St Pauli,16,2001,23,14,1338,14.9,0,,,0,0,0,1,0,0,,,0,,Matches
830,Marian Riedinger,de GER,MF,Heidenheim,16,2001,25,20,1833,20.4,1,,,1,0,0,3,0,0.05,,,0.05,,Matches
831,Lasse RieÃ,de GER,GK,Mainz 05,16,2001,21,21,1823,20.3,0,,,0,0,0,0,0,0,,,0,,Matches
832,Max Rimkus,de GER,FW,Arminia,15,2001,1,0,26,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
833,Antonio Ristea,ro ROU,DF,Unterrath U17,16,2001,15,15,1243,13.8,1,,,1,0,0,1,1,0.07,,,0.07,,Matches
834,Franz Roggow,de GER,"MF,DF",Energie Cottbus,15,2002,9,9,793,8.8,3,,,3,0,0,1,0,0.34,,,0.34,,Matches
835,Kimo Rolf Lemke,de GER,"MF,FW",EimsbÃ¼ttel U17,16,2001,23,16,1525,16.9,1,,,1,0,0,0,0,0.06,,,0.06,,Matches
836,Julian Roloff,de GER,GK,Viktoria KÃ¶ln,16,2001,26,26,2340,26,0,,,0,0,0,0,0,0,,,0,,Matches
837,Marcello Romano,de GER,"FW,MF",Gladbach,16,2001,17,6,885,9.8,2,,,2,0,0,0,0,0.2,,,0.2,,Matches
838,Moritz RÃ¶mling,de GER,FW,Bochum,16,2001,12,9,753,8.4,2,,,2,0,0,1,0,0.24,,,0.24,,Matches
839,Paul RothenhÃ¤usler,de GER,FW,Freiburg,15,2002,2,0,56,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
840,Massimo RÃ¶ttger,de GER,"DF,MF",Hannover 96,16,2001,6,5,474,5.3,0,,,0,0,0,1,0,0,,,0,,Matches
841,Ben Rottnick,de GER,DF,Energie Cottbus,15,2002,8,1,238,2.6,1,,,1,0,0,2,0,0.38,,,0.38,,Matches
842,Kevin Rubaszewski,pl POL,"DF,MF",Gladbach,16,2001,22,15,1523,16.9,0,,,0,0,0,5,0,0,,,0,,Matches
843,Anton RÃ¼cker,de GER,DF,RB Leipzig,16,2001,24,23,2072,23,1,,,1,0,0,3,0,0.04,,,0.04,,Matches
844,Leon RÃ¼cker,de GER,DF,Hombrucher U17,16,2001,1,1,46,0.5,0,,,0,0,0,0,0,0,,,0,,Matches
845,Shawn Rudat,de GER,DF,St Pauli,16,2001,17,16,1451,16.1,1,,,1,0,0,2,0,0.06,,,0.06,,Matches
846,Nick Rudloff,de GER,DF,Stuttgarter Kickers,14,2002,15,12,1141,12.7,0,,,0,0,0,1,0,0,,,0,,Matches
847,Jacob Ruhner,de GER,FW,RB Leipzig,16,2001,22,15,1218,13.5,2,,,2,0,0,2,1,0.15,,,0.15,,Matches
848,Jasper Rump,de GER,GK,EimsbÃ¼ttel U17,14,2002,18,18,1604,17.8,0,,,0,0,0,3,0,0,,,0,,Matches
849,Andre Rumpel,de GER,"FW,MF",NÃ¼rnberg,16,2001,18,15,1110,12.3,3,,,3,0,0,0,0,0.24,,,0.24,,Matches
850,Fabian RÃ¼th,de GER,DF,Leverkusen,16,2001,24,24,2132,23.7,0,,,0,0,0,3,0,0,,,0,,Matches
851,Rene RÃ¼ther,de GER,DF,Hannover 96,16,2001,23,23,2054,22.8,0,,,0,0,0,5,0,0,,,0,,Matches
852,Dominik Sadler,de GER,FW,Unterhaching,16,2001,23,15,1236,13.7,5,,,5,0,0,0,0,0.36,,,0.36,,Matches
853,Astefan Saeed,sy SYR,"FW,MF",Viktoria KÃ¶ln,16,2001,19,16,1312,14.6,5,,,2,3,3,3,0,0.34,,,0.14,,Matches
854,Joel Saengersdorf,de GER,DF,Alemannia Aachen,15,2001,16,13,1081,12,1,,,1,0,0,0,1,0.08,,,0.08,,Matches
855,Mahmoud Saleh,lb LIB,FW,Freiburg,15,2002,4,0,66,0.7,0,,,0,0,0,0,0,0,,,0,,Matches
856,Fatih Salihoglu,de GER,"FW,MF",BTSV,16,2001,25,19,1722,19.1,4,,,4,0,0,2,0,0.21,,,0.21,,Matches
857,Damir Salihovic,rs SRB,DF,Freiburg,15,2001,21,13,1117,12.4,1,,,1,0,0,0,0,0.08,,,0.08,,Matches
858,Lazar Samardzic,rs SRB,MF,Hertha BSC,15,2002,25,24,2062,22.9,24,,,14,10,10,1,0,1.05,,,0.61,,Matches
859,Tommaso Sammartano,de GER,MF,Arminia,14,2002,2,0,58,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
860,Christoph Samow,de GER,MF,Holstein Kiel,16,2001,18,9,965,10.7,1,,,1,0,0,2,0,0.09,,,0.09,,Matches
861,Daniel SÃ¡nchez,de GER,"MF,FW",Stuttgarter Kickers,16,2001,9,9,689,7.7,0,,,0,0,0,0,0,0,,,0,,Matches
862,Angelos Sanozidis,de GER,DF,Stuttgarter Kickers,16,2001,25,24,1923,21.4,0,,,0,0,0,5,0,0,,,0,,Matches
863,Ivan Sarcevic,at AUT,"MF,DF",Wolfsburg,16,2001,23,14,1360,15.1,2,,,2,0,0,1,0,0.13,,,0.13,,Matches
864,Benas Å atkus,lt LTU,DF,NÃ¼rnberg,16,2001,19,18,1638,18.2,0,,,0,0,0,5,0,0,,,0,,Matches
865,Jonas Sauerstein,de GER,FW,NÃ¼rnberg,15,2001,12,7,534,5.9,0,,,0,0,0,0,0,0,,,0,,Matches
866,Luis Saul,de GER,DF,Wolfsburg,16,2001,25,22,1856,20.6,0,,,0,0,0,2,0,0,,,0,,Matches
867,Max Schaadt,de GER,DF,Elversberg,16,2001,5,3,353,3.9,0,,,0,0,0,0,0,0,,,0,,Matches
868,Kevin Schade,de GER,"FW,MF",Energie Cottbus,15,2001,23,23,2070,23,7,,,7,0,0,6,0,0.3,,,0.3,,Matches
869,Felix SchÃ¤fer,de GER,GK,Augsburg,16,2001,19,19,1710,19,0,,,0,0,0,0,0,0,,,0,,Matches
870,Mathias SchÃ¤fer,de GER,FW,Karlsruher,16,2001,18,14,1109,12.3,3,,,3,0,0,4,1,0.24,,,0.24,,Matches
871,Maurice Schah Sedi,de GER,DF,Hoffenheim,15,2001,9,1,229,2.5,0,,,0,0,0,1,0,0,,,0,,Matches
872,Justin Schallock,de GER,"FW,DF",Freiburg,16,2001,4,2,155,1.7,0,,,0,0,0,0,0,0,,,0,,Matches
873,Lukas Schappes,de GER,FW,Hoffenheim,16,2001,23,12,1161,12.9,6,,,6,0,0,1,0,0.47,,,0.47,,Matches
874,Jeremy Scharenberg,de GER,DF,Hannover 96,16,2001,2,2,143,1.6,0,,,0,0,0,0,0,0,,,0,,Matches
875,Julian Scharf,de GER,FW,Hombrucher U17,15,2002,19,4,764,8.5,1,,,1,0,0,0,0,0.12,,,0.12,,Matches
876,Tjark Scheller,de GER,"MF,FW",Holstein Kiel,15,2002,23,23,1875,20.8,2,,,2,0,0,3,0,0.1,,,0.1,,Matches
877,Fabian Scherger,de GER,GK,Unterhaching,15,2002,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
878,Nikolai Scheurenbrand,de GER,FW,Freiburg,16,2001,22,18,1466,16.3,6,,,6,0,0,6,0,0.37,,,0.37,,Matches
879,Paul-Fritz Schickentanz,de GER,"MF,FW",Hombrucher U17,16,2001,9,5,523,5.8,0,,,0,0,0,3,0,0,,,0,,Matches
880,Niklas Schiller,de GER,DF,Elversberg,16,2001,22,21,1674,18.6,0,,,0,0,0,0,0,0,,,0,,Matches
881,Yannick Schimmelpfennig,de GER,MF,Magdeburg,15,2002,22,22,1701,18.9,2,,,2,0,0,1,0,0.11,,,0.11,,Matches
882,Felix Schirge,de GER,DF,Magdeburg,16,2001,23,19,1361,15.1,1,,,1,0,0,0,0,0.07,,,0.07,,Matches
883,Robbie Schlichting,de GER,FW,EimsbÃ¼ttel U17,16,2001,1,0,13,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
884,Yannik SchlÃ¶Ãer,de GER,FW,Leverkusen,15,2002,18,10,1032,11.5,2,,,2,0,0,0,0,0.17,,,0.17,,Matches
885,Felix SchlÃ¼sselburg,de GER,"MF,DF",Dortmund,16,2001,16,14,1112,12.4,1,,,1,0,0,0,0,0.08,,,0.08,,Matches
886,Julius Schmid,fi FIN,GK,Unterhaching,16,2001,24,24,2160,24,0,,,0,0,0,1,0,0,,,0,,Matches
887,Dominic Schmidt,de GER,"DF,MF",Augsburg,16,2001,11,11,954,10.6,1,,,1,0,0,3,1,0.09,,,0.09,,Matches
888,Erik Schmidt,de GER,DF,Elversberg,16,2001,18,9,1095,12.2,0,,,0,0,0,0,0,0,,,0,,Matches
889,Kenneth Schmidt,de GER,DF,Freiburg,15,2002,11,5,537,6,0,,,0,0,0,1,0,0,,,0,,Matches
890,Leon Schmidt,de GER,"MF,FW",Holstein Kiel,16,2001,20,10,999,11.1,4,,,4,0,0,2,0,0.36,,,0.36,,Matches
891,Thomas Schmidt,de GER,FW,NÃ¼rnberg,15,2001,13,2,450,5,3,,,3,0,0,0,0,0.6,,,0.6,,Matches
892,Tim Schmidt,de GER,DF,Heidenheim,15,2002,6,6,540,6,0,,,0,0,0,1,0,0,,,0,,Matches
893,John Schmidtke,de GER,"MF,DF",Karlsruher,16,2001,25,23,1825,20.3,0,,,0,0,0,4,0,0,,,0,,Matches
894,Tom Schmidtke,de GER,MF,Holstein Kiel,16,2001,18,17,1377,15.3,4,,,4,0,0,3,0,0.26,,,0.26,,Matches
895,David SchmidtkÃ¶tter,de GER,MF,Hombrucher U17,15,2001,7,2,202,2.2,0,,,0,0,0,0,0,0,,,0,,Matches
896,Silas Schmitt,de GER,MF,Elversberg,15,2001,23,18,1576,17.5,2,,,2,0,0,0,0,0.11,,,0.11,,Matches
897,Benedikt Schmitz,de GER,GK,DÃ¼sseldorf,16,2001,12,12,1080,12,0,,,0,0,0,0,0,0,,,0,,Matches
898,Fabio Schneider,de GER,FW,Union Berlin,15,2002,1,0,11,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
899,Keanu Schneider,de GER,MF,Werder Bremen,16,2001,24,21,1692,18.8,7,,,7,0,0,1,0,0.37,,,0.37,,Matches
900,Lauris Schneider,de GER,MF,Mainz 05,15,2001,10,8,605,6.7,2,,,2,0,0,2,0,0.3,,,0.3,,Matches
901,Lukas Schneller,de GER,GK,Bayern Munich,15,2001,9,9,810,9,0,,,0,0,0,0,0,0,,,0,,Matches
902,Florian Schock,de GER,GK,Stuttgart,16,2001,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
903,Jan-Luca Schoeps,de GER,MF,Unterrath U17,16,2001,24,21,1934,21.5,0,,,0,0,0,3,0,0,,,0,,Matches
904,Oscar SchÃ¶nfelder,de GER,"MF,FW",Mainz 05,16,2001,15,13,1130,12.6,13,,,13,0,0,4,0,1.04,,,1.04,,Matches
905,Dominik SchÃ¶nnenbeck,de GER,GK,Dortmund,16,2001,9,9,810,9,0,,,0,0,0,0,0,0,,,0,,Matches
906,Philipp SchÃ¶ps,de GER,FW,Augsburg,15,2002,11,2,351,3.9,0,,,0,0,0,0,0,0,,,0,,Matches
907,Corvin SchrÃ¶der,de GER,MF,Werder Bremen,16,2001,22,12,1049,11.7,5,,,5,0,0,0,0,0.43,,,0.43,,Matches
908,Marc SchrÃ¶der,de GER,"MF,DF",Werder Bremen,15,2001,16,14,1279,14.2,1,,,1,0,0,4,0,0.07,,,0.07,,Matches
909,Maurice SchrÃ¶der,de GER,"DF,MF",Kaiserslautern,16,2001,6,5,480,5.3,1,,,0,1,1,0,0,0.19,,,0,,Matches
910,Maurice SchrÃ¶der,de GER,"MF,DF",Alemannia Aachen,16,2001,12,9,825,9.2,0,,,0,0,0,1,0,0,,,0,,Matches
911,Mika Schroers,de GER,MF,Gladbach,15,2002,23,15,1374,15.3,7,,,7,0,0,2,0,0.46,,,0.46,,Matches
912,Jan-Lukas Schropp,de GER,DF,Heidenheim,16,2001,20,12,1106,12.3,0,,,0,0,0,1,0,0,,,0,,Matches
913,Thomas Schropp,de GER,MF,Augsburg,16,2001,1,0,17,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
914,Christopher SchrÃ¶ter,de GER,FW,Unterhaching,15,2002,1,0,50,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
915,Kilian Schubert,de GER,GK,Hertha BSC,14,2002,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
916,Paul Schudzich,de GER,MF,PreuÃen MÃ¼nster,16,2001,3,0,50,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
917,Niklas Schulz,de GER,MF,Elversberg,16,2001,26,21,1570,17.4,1,,,1,0,0,4,0,0.06,,,0.06,,Matches
918,Lennart Schulze KÃ¶kelsum,de GER,GK,BTSV,15,2002,4,4,360,4,0,,,0,0,0,1,0,0,,,0,,Matches
919,Frederik Schumann,de GER,DF,Stuttgart,14,2002,2,1,68,0.8,0,,,0,0,0,1,0,0,,,0,,Matches
920,Jonas Schuppler,de GER,MF,Karlsruher,14,2002,1,0,45,0.5,0,,,0,0,0,0,0,0,,,0,,Matches
921,Christoph Schurz,de GER,"DF,MF",Dresden,15,2001,26,26,2267,25.2,0,,,0,0,0,4,0,0,,,0,,Matches
922,Felix SchÃ¼tz,de GER,DF,NÃ¼rnberg,16,2001,12,4,569,6.3,1,,,1,0,0,0,0,0.16,,,0.16,,Matches
923,Marlon Schweda,de GER,"DF,MF",Magdeburg,16,2001,22,21,1902,21.1,1,,,1,0,0,3,0,0.05,,,0.05,,Matches
924,Moritz Schweinstetter,de GER,"FW,MF",Augsburg,15,2002,25,18,1699,18.9,8,,,8,0,0,4,0,0.42,,,0.42,,Matches
925,Robin Schwemmle,de GER,"MF,FW",Stuttgarter Kickers,15,2002,17,15,1277,14.2,0,,,0,0,0,1,0,0,,,0,,Matches
926,Noah Schyschka,de GER,"MF,FW",Union Berlin,16,2001,13,4,549,6.1,0,,,0,0,0,0,0,0,,,0,,Matches
927,Christopher Scott,de GER,"MF,FW",Leverkusen,15,2002,24,24,1929,21.4,12,,,12,0,0,4,1,0.56,,,0.56,,Matches
928,Luka Sebastian Schwarz,ge GEO,"FW,MF",Karlsruher,15,2001,24,20,1579,17.5,1,,,1,0,0,0,0,0.06,,,0.06,,Matches
929,Iddris Sedy,de GER,DF,Mainz 05,15,2001,18,11,976,10.8,0,,,0,0,0,1,0,0,,,0,,Matches
930,Daniel Seger,de GER,DF,Elversberg,14,2002,3,3,187,2.1,0,,,0,0,0,0,0,0,,,0,,Matches
931,Jason Seke,de GER,"MF,DF",Alemannia Aachen,16,2001,24,22,1954,21.7,0,,,0,0,0,1,0,0,,,0,,Matches
932,Thomas Selensky,de GER,"MF,DF",Hoffenheim,16,2001,24,20,1786,19.8,2,,,2,0,0,4,0,0.1,,,0.1,,Matches
933,Ensar Selmanaj,de GER,MF,Hombrucher U17,15,2001,25,17,1476,16.4,6,,,5,1,2,3,0,0.37,,,0.3,,Matches
934,Amar SemsoviÄ,mk MKD,"MF,FW",Unterrath U17,15,2001,7,7,416,4.6,0,,,0,0,0,0,0,0,,,0,,Matches
935,Jonas-Mika Senghaas,de GER,DF,St Pauli,15,2002,1,0,34,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
936,Luca Sesar,de GER,"DF,MF",Kaiserslautern,16,2001,16,12,1126,12.5,0,,,0,0,0,4,0,0,,,0,,Matches
937,Mehmet Sesen,de GER,GK,Unterrath U17,16,2001,11,10,950,10.6,0,,,0,0,0,0,0,0,,,0,,Matches
938,Bjarne Seturski,de GER,MF,Schalke 04,15,2001,15,14,1014,11.3,2,,,2,0,0,0,0,0.18,,,0.18,,Matches
939,Marvin Seybold,de GER,GK,Heidenheim,15,2001,6,5,500,5.6,0,,,0,0,0,0,0,0,,,0,,Matches
940,Argjend Shabani,de GER,FW,DÃ¼sseldorf,16,2001,3,1,80,0.9,0,,,0,0,0,0,0,0,,,0,,Matches
941,Jan Shcharbakouski,de GER,"FW,MF",Hertha BSC,16,2001,21,8,1136,12.6,1,,,1,0,0,1,0,0.08,,,0.08,,Matches
942,Erik Shuranov,ua UKR,"MF,FW",NÃ¼rnberg,15,2002,3,3,162,1.8,1,,,1,0,0,0,0,0.56,,,0.56,,Matches
943,David Siebert,de GER,"MF,DF",Eintracht Frankfurt,16,2001,22,22,1727,19.2,2,,,2,0,0,2,0,0.1,,,0.1,,Matches
944,Leon Siebert,de GER,DF,Elversberg,14,2003,1,0,26,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
945,Timo Siebertz,de GER,DF,Viktoria KÃ¶ln,16,2001,16,16,1248,13.9,1,,,1,0,0,0,0,0.07,,,0.07,,Matches
946,Omar SijariÄ,de GER,MF,Heidenheim,15,2001,14,4,512,5.7,3,,,3,0,0,1,0,0.53,,,0.53,,Matches
947,Kevin da Silva Arnold,de GER,"DF,MF",Karlsruher,16,2001,15,9,942,10.5,1,,,1,0,0,5,0,0.1,,,0.1,,Matches
948,Marc Silva,de GER,GK,Elversberg,16,2001,13,13,1170,13,0,,,0,0,0,0,0,0,,,0,,Matches
949,Julian Simon,de GER,GK,Energie Cottbus,16,2001,25,25,2250,25,0,,,0,0,0,1,0,0,,,0,,Matches
950,Abdul Simsek,tr TUR,MF,Karlsruher,15,2001,17,8,753,8.4,0,,,0,0,0,2,0,0,,,0,,Matches
951,Joel Siragusano,de GER,MF,Unterrath U17,16,2001,11,9,674,7.5,0,,,0,0,0,3,0,0,,,0,,Matches
952,Demis Siranidis,de GER,MF,Wolfsburg,15,2001,7,2,335,3.7,3,,,3,0,0,1,0,0.81,,,0.81,,Matches
953,Johannes Siregar,de GER,DF,Gladbach,16,2001,20,12,1079,12,0,,,0,0,0,2,0,0,,,0,,Matches
954,Bedirhan Sivaci,de GER,MF,Union Berlin,16,2001,1,1,54,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
955,Luan Smajli,de GER,"MF,DF",Viktoria KÃ¶ln,16,2001,21,10,1206,13.4,1,,,1,0,0,0,0,0.07,,,0.07,,Matches
956,Nils Smuda,de GER,DF,Viktoria KÃ¶ln,15,2001,26,25,2029,22.5,0,,,0,0,0,0,0,0,,,0,,Matches
957,Robin Soeradhiningrat,de GER,GK,Hannover 96,15,2001,4,3,289,3.2,0,,,0,0,0,0,0,0,,,0,,Matches
958,Nick Solleder,de GER,DF,Unterrath U17,16,2001,1,1,23,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
959,Leon Sommer,de GER,"DF,MF",Wolfsburg,16,2001,23,23,1752,19.5,6,,,6,0,0,2,0,0.31,,,0.31,,Matches
960,Daniel Sopo,de GER,"MF,FW",Alemannia Aachen,15,2002,9,6,424,4.7,1,,,1,0,0,0,0,0.21,,,0.21,,Matches
961,Ibrahim Sori Kaba,de GER,DF,Bochum,15,2002,1,0,15,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
962,Pradeep Stampa,de GER,"DF,MF",PreuÃen MÃ¼nster,16,2001,8,6,632,7,0,,,0,0,0,0,0,0,,,0,,Matches
963,Julian Stark,de GER,"MF,DF",Heidenheim,16,2001,25,25,2185,24.3,10,,,9,1,1,7,0,0.41,,,0.37,,Matches
964,Philip Stefaniuk,de GER,MF,EimsbÃ¼ttel U17,16,2001,10,4,506,5.6,2,,,2,0,0,0,0,0.36,,,0.36,,Matches
965,Marco de Stefano,de GER,"MF,DF",Hombrucher U17,15,2001,14,6,549,6.1,1,,,1,0,0,0,0,0.16,,,0.16,,Matches
966,Markus Stein,de GER,DF,MSV Duisburg,16,2001,25,21,1990,22.1,0,,,0,0,0,2,0,0,,,0,,Matches
967,Maximilian Steinbauer,de GER,DF,Union Berlin,16,2001,24,21,1994,22.2,1,,,1,0,0,1,0,0.05,,,0.05,,Matches
968,Johannes Stempel,de GER,DF,Kaiserslautern,16,2001,24,22,2001,22.2,0,,,0,0,0,1,0,0,,,0,,Matches
969,Victor Stenz,de GER,MF,RB Leipzig,16,2001,7,0,169,1.9,0,,,0,0,0,0,0,0,,,0,,Matches
970,Jonas Sterner,de GER,"DF,MF",Holstein Kiel,15,2002,21,18,1471,16.3,2,,,2,0,0,0,0,0.12,,,0.12,,Matches
971,Angelo Stiller,de GER,MF,Bayern Munich,16,2001,23,23,1902,21.1,2,,,1,1,1,3,0,0.09,,,0.05,,Matches
972,Tim Stingl,de GER,DF,BTSV,15,2002,12,10,968,10.8,0,,,0,0,0,1,0,0,,,0,,Matches
973,Kristoffer Stockhaus,de GER,DF,Hamburger SV,16,2001,5,1,157,1.7,0,,,0,0,0,0,0,0,,,0,,Matches
974,Felix StÃ¶ffler,de GER,MF,Leverkusen,15,2002,1,0,12,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
975,Maik Stoll,de GER,DF,Arminia,16,2001,24,24,2136,23.7,0,,,0,0,0,6,0,0,,,0,,Matches
976,Luca Straub,de GER,MF,Augsburg,15,2002,1,0,43,0.5,0,,,0,0,0,0,0,0,,,0,,Matches
977,Georg Strauch,de GER,"DF,MF",KÃ¶ln,16,2001,26,26,2279,25.3,1,,,1,0,0,0,0,0.04,,,0.04,,Matches
978,Fabian Straudi,it ITA,MF,Werder Bremen,16,2001,9,8,649,7.2,1,,,1,0,0,0,0,0.14,,,0.14,,Matches
979,Jannis Struck,de GER,FW,BTSV,16,2001,15,10,825,9.2,4,,,4,0,0,2,0,0.44,,,0.44,,Matches
980,Alexander Stubben,de GER,GK,Eintracht Frankfurt,16,2001,2,2,180,2,0,,,0,0,0,0,0,0,,,0,,Matches
981,Bryan Stubhan,de GER,DF,Unterhaching,16,2001,25,23,1941,21.6,0,,,0,0,0,3,0,0,,,0,,Matches
982,Felix Stumpe,de GER,FW,BTSV,15,2002,2,1,91,1,0,,,0,0,0,1,0,0,,,0,,Matches
983,Peter StÃ¼ve,de GER,"FW,MF",PreuÃen MÃ¼nster,16,2001,22,11,1133,12.6,4,,,4,0,0,1,0,0.32,,,0.32,,Matches
984,Marius SÃ¼Ãmann,de GER,GK,Hertha BSC,16,2001,3,3,270,3,0,,,0,0,0,0,0,0,,,0,,Matches
985,Alexander Sutter,de GER,DF,Elversberg,16,2001,19,19,1680,18.7,1,,,1,0,0,4,0,0.05,,,0.05,,Matches
986,IsmaÃ«l Sy,de GER,DF,Eintracht Frankfurt,16,2001,1,0,18,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
987,Maurice Szalkai,de GER,FW,Magdeburg,16,2001,10,2,317,3.5,0,,,0,0,0,0,0,0,,,0,,Matches
988,Robin Szelitzki,de GER,"DF,MF",St Pauli,16,2001,17,7,773,8.6,0,,,0,0,0,2,0,0,,,0,,Matches
